ID,邮箱,身高,体重
ID-014419,VESBOQe@hotmail.com,1.59,59
ID-013789,vVCSZpi@sina.com,1.82,74
ID-028884,XTQtmRQ@163.com,1.89,66
ID-004452,hRkoECu@126.com,1.74,62
ID-001498,lceLvPv@126.com,1.6,75
ID-028074,UFAuuYA@outlook.com,1.91,61
ID-017163,hWxnMkE@yahoo.com,1.59,92
ID-005119,ZhaLDtG@yahoo.com,1.67,82
ID-022658,NKzCXhM@sina.com,1.52,66
ID-018518,mExdrBA@sina.com,1.82,87
ID-028377,vWOSrjl@gmail.com,1.64,86
ID-026854,tzhSxAi@126.com,1.63,68
ID-007839,EMiAdxD@yahoo.com,1.65,72
ID-003662,FxDDnGs@163.com,1.83,51
ID-007173,XFRZdiw@gmail.com,1.89,59
ID-012739,uCsKUjS@sina.com,1.69,74
ID-015212,ZlZBJgl@gmail.com,1.61,91
ID-000699,gGmXXbh@163.com,1.94,85
ID-027662,GEsiCXp@126.com,1.78,52
ID-001098,RZhrKVG@163.com,1.73,81
ID-007973,LfAUpVY@sina.com,1.58,61
ID-024962,QbGDkqV@163.com,1.78,72
ID-012377,LkILnlV@yahoo.com,1.6,68
ID-018414,PNaqczU@hotmail.com,1.7,83
ID-018640,MBPUYTo@yahoo.com,1.82,67
ID-000625,KJldADI@qq.com,1.61,93
ID-000118,kutopLq@sina.com,1.79,76
ID-005297,QmtQzlO@126.com,1.59,65
ID-015090,sqSpRBg@outlook.com,1.68,104
ID-015420,lQRhQeT@hotmail.com,1.91,91
ID-010131,SKDHjVQ@sina.com,1.62,88
ID-023659,tctNCRc@qq.com,1.51,76
ID-008345,KrCAmoa@qq.com,1.81,69
ID-014441,jqaOzSA@126.com,1.67,101
ID-008357,CWINNND@yahoo.com,1.81,91
ID-012038,pwNPbIT@outlook.com,1.93,75
ID-016632,IGBkBkx@163.com,1.74,97
ID-023380,LvnkGXj@126.com,1.68,74
ID-024511,fmrortK@hotmail.com,1.92,70
ID-018865,FHoZCcm@126.com,1.81,94
ID-000778,tTjwTgV@qq.com,1.53,60
ID-011332,gORuGnt@qq.com,1.82,103
ID-021426,eOmDzOX@163.com,1.93,69
ID-007855,KRTOGsg@sina.com,1.62,97
ID-001027,kAptkuv@hotmail.com,1.88,80
ID-019214,ctcmXXl@outlook.com,1.58,70
ID-014713,Djfjnlo@qq.com,1.84,51
ID-007844,PfrDXiF@hotmail.com,1.71,67
ID-011719,SkKDcOA@hotmail.com,1.62,69
ID-020616,LXluVZA@163.com,1.83,96
ID-007854,pWHuMVg@qq.com,1.54,70
ID-024915,gfTjmsI@qq.com,1.54,69
ID-011777,ywACMXQ@hotmail.com,1.93,50
ID-000383,MqPPyak@outlook.com,1.73,65
ID-015535,KiiWsRh@sina.com,1.87,72
ID-018585,BCwpypq@126.com,1.85,52
ID-017291,juqBPqW@outlook.com,1.92,101
ID-026852,dKFwaBA@outlook.com,1.72,61
ID-027816,JhNWyOF@sina.com,1.52,100
ID-000521,OvCqsvd@sina.com,1.77,59
ID-015072,KVsUsAP@sina.com,1.78,63
ID-018069,SPcMMpc@hotmail.com,1.53,59
ID-029535,RguCeOy@yahoo.com,1.54,91
ID-014134,dvDNnqB@163.com,1.74,100
ID-007912,mlvqalU@hotmail.com,1.68,47
ID-012537,mYLzmlZ@outlook.com,1.66,65
ID-010826,lBWBuXb@qq.com,1.68,56
ID-005307,ACDwrIU@sina.com,1.56,58
ID-014941,FrcKtAT@yahoo.com,1.91,60
ID-029731,LHFCIim@gmail.com,1.54,48
ID-017351,MUwqUAN@yahoo.com,1.63,62
ID-004560,mDAbZWa@gmail.com,1.93,49
ID-023373,nypfUVt@sina.com,1.84,60
ID-024719,tdCiRTe@sina.com,1.57,97
ID-023939,pYpMUng@sina.com,1.8,50
ID-024281,YnZnDsM@gmail.com,1.53,100
ID-022596,BdtToCf@qq.com,1.8,92
ID-023010,kiajHhh@163.com,1.62,77
ID-008364,zscpcBr@gmail.com,1.85,67
ID-028216,ZWGDWJS@gmail.com,1.55,79
ID-011153,RaucTwV@163.com,1.72,51
ID-015586,RpTVKCN@qq.com,1.55,92
ID-012966,KBqAdkz@126.com,1.87,94
ID-019011,UBpgfbx@163.com,1.73,50
ID-003564,yIwjQQC@126.com,1.68,55
ID-015177,LGloTXY@126.com,1.56,78
ID-023472,priRwbw@gmail.com,1.6,65
ID-000811,UdxhAuV@hotmail.com,1.5,47
ID-003401,IjfXkgV@gmail.com,1.6,60
ID-016135,xWntukc@sina.com,1.51,66
ID-023489,xRGPcua@163.com,1.79,93
ID-007643,GSEfdii@qq.com,1.75,90
ID-024318,zoPVqxq@yahoo.com,1.59,81
ID-011504,YLhFRUr@163.com,1.82,80
ID-029261,oVdUIAH@gmail.com,1.54,62
ID-010474,oZKhipu@qq.com,1.57,63
ID-006703,IzMYTJC@yahoo.com,1.56,69
ID-014302,lTJCXNr@126.com,1.8,66
ID-000735,gjipfFa@qq.com,1.79,81
ID-001140,kYpFPqc@sina.com,1.71,52
ID-006361,dZxKIzd@qq.com,1.55,97
ID-006388,LXFwuCz@yahoo.com,1.93,83
ID-004332,dsXkNUM@outlook.com,1.62,68
ID-014867,CFLzmzW@126.com,1.62,74
ID-005377,zRdTJqu@126.com,1.68,85
ID-019013,EZMpwNK@163.com,1.65,101
ID-020460,VPuqKJH@126.com,1.76,64
ID-026945,ciAOaXl@yahoo.com,1.74,50
ID-005478,RFQdqeA@outlook.com,1.88,75
ID-000990,WqFkmVW@outlook.com,1.84,52
ID-016771,nBqpwze@126.com,1.86,76
ID-007789,OtYglbY@sina.com,1.56,98
ID-020158,FhBmxsz@163.com,1.79,75
ID-008818,hsRxRLF@163.com,1.72,69
ID-022234,fWSABCm@yahoo.com,1.92,76
ID-027573,ixCJnJX@163.com,1.7,71
ID-001666,PCbfXJp@hotmail.com,1.54,59
ID-003291,fzWxpBj@126.com,1.68,95
ID-000083,guLXUJd@yahoo.com,1.91,99
ID-025312,OhnkaKb@yahoo.com,1.85,47
ID-009876,fuCvybP@163.com,1.9,49
ID-007315,WstFrWp@sina.com,1.68,57
ID-028483,zUwqvjA@qq.com,1.67,104
ID-004955,qqHvuAR@163.com,1.92,81
ID-028237,wkGWXxj@gmail.com,1.61,84
ID-004586,TRspEtq@gmail.com,1.52,66
ID-013470,XWUsmGp@qq.com,1.5,60
ID-012871,rBkGVDH@163.com,1.52,104
ID-000941,lkAyhdo@yahoo.com,1.82,104
ID-000371,mZgZgSG@yahoo.com,1.81,59
ID-017224,RNVfvxc@gmail.com,1.73,52
ID-005204,IOCgxla@sina.com,1.67,81
ID-029286,kxaKnIS@gmail.com,1.51,93
ID-011335,puoCGof@hotmail.com,1.52,46
ID-016776,YDnKWXs@sina.com,1.62,78
ID-021926,GdOWbQK@sina.com,1.6,71
ID-023126,QjgziNH@yahoo.com,1.94,56
ID-014803,MOBbNyQ@163.com,1.78,66
ID-019651,WtHYaYs@qq.com,1.64,102
ID-024392,KDtdJGj@gmail.com,1.58,66
ID-025255,uzotgDF@qq.com,1.93,77
ID-000852,WdEbJyo@126.com,1.93,100
ID-009699,xeoOYyO@outlook.com,1.64,63
ID-026145,sufsFDy@qq.com,1.83,51
ID-004944,ZKXLcnU@outlook.com,1.91,75
ID-019422,LvOaSgt@yahoo.com,1.62,75
ID-000590,qgLzYME@sina.com,1.66,96
ID-024529,dPFRuqc@outlook.com,1.89,66
ID-001815,GWRabyY@gmail.com,1.62,97
ID-001651,EaHxKIJ@gmail.com,1.64,55
ID-014426,GTxxeDE@outlook.com,1.89,99
ID-005131,HAVHDnA@outlook.com,1.53,53
ID-015631,bgzgEoz@yahoo.com,1.58,101
ID-003595,jSAQahh@sina.com,1.85,48
ID-006870,VtIKxrj@126.com,1.58,76
ID-020098,tixnTqQ@outlook.com,1.87,81
ID-029937,GoViYSu@163.com,1.86,104
ID-000773,hirkDhW@gmail.com,1.7,101
ID-000442,MwptLlJ@outlook.com,1.62,55
ID-003887,oFcMUeM@outlook.com,1.76,83
ID-010799,MFSjWKI@hotmail.com,1.7,86
ID-013114,BmocIse@hotmail.com,1.67,53
ID-009933,uRBaith@126.com,1.87,75
ID-002622,sFQfeem@126.com,1.65,79
ID-002100,BvKakti@outlook.com,1.51,52
ID-007148,QLxpcEM@outlook.com,1.53,93
ID-022247,YxCyGid@hotmail.com,1.71,85
ID-006701,EQiROBP@qq.com,1.69,76
ID-010581,eBuagWl@126.com,1.84,86
ID-011251,VoIpLmA@qq.com,1.53,62
ID-010595,nllLjVY@126.com,1.71,72
ID-009947,CGllLhw@126.com,1.54,86
ID-013203,JkCSxQE@163.com,1.57,49
ID-015981,erziIEk@hotmail.com,1.82,68
ID-004845,wrcJRqH@outlook.com,1.57,63
ID-021222,yZnqEnB@gmail.com,1.94,51
ID-022207,aNVghQi@yahoo.com,1.83,62
ID-008381,VXbLVSd@outlook.com,1.6,73
ID-004192,EkKoVgN@yahoo.com,1.84,104
ID-000368,yNrbjxv@qq.com,1.88,57
ID-004607,tRnIAPK@hotmail.com,1.67,54
ID-029274,yAMHEMw@gmail.com,1.72,59
ID-011799,XrluzqO@gmail.com,1.69,89
ID-010922,thkqJFf@yahoo.com,1.57,64
ID-018255,ocblbmW@qq.com,1.81,62
ID-013303,MHAkEXp@126.com,1.62,88
ID-002485,bLCrzRO@sina.com,1.9,72
ID-005093,DHblrzJ@qq.com,1.59,97
ID-016813,oxoJvkf@gmail.com,1.69,67
ID-001669,aaYIGkL@gmail.com,1.71,61
ID-007422,QRNptcA@qq.com,1.77,49
ID-026874,QMSZTof@163.com,1.72,63
ID-024653,wofDfKr@163.com,1.87,92
ID-029744,npDctDu@sina.com,1.54,83
ID-018391,iDtKvqm@126.com,1.74,89
ID-022419,amRAjXM@126.com,1.81,63
ID-005867,PrqiRaL@sina.com,1.81,55
ID-010809,xzQAgLU@163.com,1.59,88
ID-003680,FEMMyMm@qq.com,1.77,99
ID-000779,eTEvVWL@126.com,1.83,91
ID-017360,GQJpqfh@sina.com,1.8,45
ID-014789,rUSfkUE@outlook.com,1.62,64
ID-006863,rdxkpqf@gmail.com,1.7,92
ID-023457,lFgWOIB@outlook.com,1.77,83
ID-020603,sNWObhd@gmail.com,1.77,78
ID-023431,kqTOyok@qq.com,1.8,56
ID-019700,DtUOKzC@gmail.com,1.9,103
ID-018655,zqyIbHi@163.com,1.52,94
ID-003445,vKhmtfq@163.com,1.89,71
ID-008172,FjEevLD@yahoo.com,1.58,101
ID-020629,BQDiBQi@126.com,1.73,80
ID-002231,SVVrfYe@gmail.com,1.9,80
ID-010990,nAyxAhk@qq.com,1.69,54
ID-006272,DBuJdCD@gmail.com,1.64,55
ID-029239,RIYQUiw@163.com,1.87,83
ID-000939,iTqoPMO@outlook.com,1.84,73
ID-002660,IEiNeDD@sina.com,1.61,62
ID-027788,DsZsdjk@gmail.com,1.68,98
ID-010151,ncVYCMa@sina.com,1.85,76
ID-018033,VkXdfAE@163.com,1.8,66
ID-013098,CHgcihk@163.com,1.56,85
ID-025863,JLlVvuD@126.com,1.53,100
ID-027316,QDIGQVN@hotmail.com,1.55,78
ID-017230,sxAWTWZ@hotmail.com,1.6,73
ID-020813,nlwmUZt@sina.com,1.64,76
ID-021413,tLpvVBg@yahoo.com,1.82,95
ID-029355,AvEKDXu@163.com,1.87,71
ID-013409,SboZEVt@163.com,1.87,76
ID-015602,ldFqYCy@gmail.com,1.84,94
ID-016550,sEUoMAn@126.com,1.73,49
ID-011741,vivnqDf@126.com,1.65,75
ID-016304,SKiJOkE@yahoo.com,1.84,72
ID-013395,FgprOhc@hotmail.com,1.91,85
ID-027591,MYEdWyR@sina.com,1.64,61
ID-016610,kExUpbP@yahoo.com,1.89,79
ID-024118,jCmTaeM@yahoo.com,1.6,72
ID-023347,JSrqjzx@outlook.com,1.58,66
ID-017987,mAtEcqR@hotmail.com,1.68,77
ID-013008,tlriezV@hotmail.com,1.58,78
ID-001407,WabnfLR@yahoo.com,1.77,59
ID-011290,YqadwTh@sina.com,1.69,69
ID-019080,RRMaBAe@gmail.com,1.73,92
ID-020108,gSHUzZc@outlook.com,1.79,91
ID-011010,MTMfVvD@163.com,1.56,68
ID-026026,zWbJpzH@hotmail.com,1.53,73
ID-008025,hLUBBdg@126.com,1.79,72
ID-020950,cDxsmOw@126.com,1.83,100
ID-027163,EAhNWiL@hotmail.com,1.94,70
ID-025892,rjcPCGP@163.com,1.94,56
ID-012578,HMvqPaG@gmail.com,1.92,99
ID-009867,uVjggdF@qq.com,1.7,63
ID-020095,TbKDvCF@yahoo.com,1.91,79
ID-002638,qrIiZOg@163.com,1.85,101
ID-019688,xjBAfJS@126.com,1.77,92
ID-021777,rFMNgfA@hotmail.com,1.72,47
ID-005542,QGyTLvk@163.com,1.58,69
ID-001419,VJbIilI@yahoo.com,1.78,47
ID-004520,xjwzKkx@hotmail.com,1.53,62
ID-027396,mEcNHDg@sina.com,1.73,62
ID-011249,SyFkoNe@outlook.com,1.88,62
ID-004036,nFgeyFr@yahoo.com,1.74,101
ID-010003,tEAFdPm@126.com,1.81,88
ID-020103,YdXKjTq@126.com,1.89,60
ID-002682,JefhcTu@hotmail.com,1.85,98
ID-028774,mxNIxfn@126.com,1.83,83
ID-000688,ZVeaylD@qq.com,1.8,45
ID-018799,jePCVkC@sina.com,1.76,87
ID-006991,xpgMryf@hotmail.com,1.68,80
ID-014739,sztconA@qq.com,1.56,50
ID-016443,fzORBEY@hotmail.com,1.89,89
ID-003748,qkxMuJV@126.com,1.93,95
ID-027480,cFTQbhc@outlook.com,1.74,61
ID-012445,mVoIsEd@sina.com,1.5,51
ID-020844,UYgwAmw@qq.com,1.82,71
ID-027571,uwfvlVP@sina.com,1.56,66
ID-022942,LidkseM@outlook.com,1.9,70
ID-009706,sfhWJvZ@qq.com,1.7,56
ID-014602,hxqUQQo@gmail.com,1.91,96
ID-013122,jJGCyoF@163.com,1.71,46
ID-007633,UnfNATf@hotmail.com,1.78,76
ID-012232,EJbQohI@yahoo.com,1.79,72
ID-001424,Tshqrog@qq.com,1.52,62
ID-013607,CdcVYvS@outlook.com,1.65,49
ID-026269,bNNRMfp@hotmail.com,1.56,63
ID-000461,NcrvVRv@163.com,1.5,104
ID-012231,XwcJmMh@gmail.com,1.55,65
ID-018638,KbkAkTE@163.com,1.51,50
ID-003857,cmzbQUF@hotmail.com,1.52,68
ID-029084,ixPczhJ@gmail.com,1.94,48
ID-007090,NCaFdJO@126.com,1.5,78
ID-000853,AERHbuR@sina.com,1.92,101
ID-028234,wKbzVDm@qq.com,1.87,46
ID-002144,snzXxVE@outlook.com,1.84,98
ID-027239,xqUtXdE@gmail.com,1.84,48
ID-020152,uXvDnIK@yahoo.com,1.83,53
ID-009857,rHWMuCy@sina.com,1.6,96
ID-029170,RypYEMo@hotmail.com,1.73,77
ID-020136,gSinwky@qq.com,1.62,87
ID-021040,MAYIBah@qq.com,1.71,51
ID-020188,AyrWaDz@163.com,1.55,75
ID-015256,YIBLvmm@126.com,1.75,48
ID-000452,pYJWgDs@yahoo.com,1.75,87
ID-019972,HsRvkYh@qq.com,1.71,66
ID-028587,QUqgpHo@163.com,1.81,85
ID-005668,uQumpuY@outlook.com,1.58,91
ID-006289,ZGErOBo@yahoo.com,1.8,47
ID-019005,pVhjceB@126.com,1.84,57
ID-027753,cdgVAfJ@yahoo.com,1.6,50
ID-015391,UtrFJbl@outlook.com,1.9,78
ID-029806,asCFHIW@yahoo.com,1.87,76
ID-004354,WyWshGv@outlook.com,1.53,97
ID-022648,drSwZYR@126.com,1.53,51
ID-025725,fgWLyFD@sina.com,1.68,71
ID-010010,fVjhFvP@163.com,1.69,84
ID-021437,GPoKoKh@outlook.com,1.83,80
ID-021802,GSCLjma@gmail.com,1.61,100
ID-006632,SfPnEyZ@outlook.com,1.55,52
ID-021740,qromuFc@126.com,1.55,82
ID-005852,BUAJhrv@qq.com,1.81,47
ID-027392,WaMGnia@163.com,1.89,58
ID-025037,AavlPgu@gmail.com,1.76,101
ID-016168,rMiIKWF@hotmail.com,1.73,62
ID-027809,QRUJVfi@outlook.com,1.94,84
ID-012506,fKMDAbX@hotmail.com,1.86,68
ID-017405,YWpUpCd@yahoo.com,1.87,76
ID-014922,OnEiqMy@163.com,1.84,49
ID-018723,JehYPvP@163.com,1.67,88
ID-017811,xrLPMFA@163.com,1.84,102
ID-010017,shjZsyM@hotmail.com,1.88,77
ID-021921,WNPwBKy@hotmail.com,1.63,72
ID-008748,Jnchbvl@sina.com,1.73,100
ID-007149,riPJlSW@hotmail.com,1.88,52
ID-011236,GZIMpHS@yahoo.com,1.85,58
ID-009896,XKyspUH@gmail.com,1.79,69
ID-022725,OlQkMtY@qq.com,1.76,101
ID-020322,SgIKUdq@qq.com,1.65,64
ID-003328,TvmkiOl@gmail.com,1.66,100
ID-021799,ahtUlrH@163.com,1.79,70
ID-007018,sqprkyw@qq.com,1.64,86
ID-027513,AqxNkbf@126.com,1.64,81
ID-020035,hWraZWg@outlook.com,1.53,104
ID-027157,mYKrFeO@hotmail.com,1.86,74
ID-026744,WCWtHvQ@qq.com,1.94,93
ID-010018,naUDVFX@sina.com,1.84,46
ID-008706,doFXmxC@qq.com,1.81,85
ID-024880,wZIyYbi@sina.com,1.65,84
ID-008807,CWjpGkU@163.com,1.85,73
ID-016543,rrmqwcS@outlook.com,1.81,76
ID-004450,vdMpgNE@gmail.com,1.84,74
ID-000628,mxCMBMl@163.com,1.83,91
ID-024688,mrlPsNb@126.com,1.72,98
ID-008292,bZAVcEQ@outlook.com,1.78,84
ID-016244,fkVPEnf@outlook.com,1.89,104
ID-010538,IJZUrrP@qq.com,1.52,82
ID-022040,MosZXiA@yahoo.com,1.83,72
ID-017116,xrKVkMv@qq.com,1.9,77
ID-010660,BLnssrl@yahoo.com,1.74,46
ID-009670,xRfISSx@hotmail.com,1.91,46
ID-029573,ImpxlMK@qq.com,1.69,103
ID-023096,wTvwBlk@126.com,1.78,69
ID-009940,ncBSZzl@outlook.com,1.88,84
ID-022647,zFmDvjG@sina.com,1.7,64
ID-028694,wXjyqad@126.com,1.57,66
ID-026351,VhQLTrZ@sina.com,1.57,60
ID-024178,bArNPUZ@hotmail.com,1.86,89
ID-011524,lSAvJCW@qq.com,1.51,95
ID-008983,VOpdpGD@hotmail.com,1.55,90
ID-020534,lNnoVQV@126.com,1.76,92
ID-010104,rdIwdHl@yahoo.com,1.85,65
ID-001684,uhrSksG@126.com,1.6,99
ID-004418,QtIbPvP@sina.com,1.54,76
ID-004223,orgbNNN@sina.com,1.61,57
ID-014051,bvlXwNT@126.com,1.8,91
ID-018935,isbvNwB@outlook.com,1.78,65
ID-017908,GFBXQbv@sina.com,1.5,99
ID-025765,MIgkhwO@hotmail.com,1.5,72
ID-014382,UocKRLu@outlook.com,1.75,93
ID-004480,bUvsIvq@126.com,1.71,47
ID-022113,ewqFkrO@163.com,1.93,82
ID-008925,aaXjGtA@126.com,1.86,49
ID-029650,ZFZVsmh@gmail.com,1.52,77
ID-016233,gGJLhnd@qq.com,1.51,71
ID-023204,AzNqcVL@gmail.com,1.93,52
ID-004046,rBckuuq@outlook.com,1.91,47
ID-020939,meLzPcJ@gmail.com,1.75,92
ID-016668,wORafnu@sina.com,1.63,103
ID-010192,ouDuXhM@126.com,1.52,101
ID-005051,bQTkREt@sina.com,1.73,87
ID-021415,IsGYFpc@outlook.com,1.94,67
ID-016806,LDkVxhz@yahoo.com,1.72,68
ID-025855,QIcjqaR@qq.com,1.66,85
ID-007969,bAJCXzO@qq.com,1.55,65
ID-015465,FDIrIJp@126.com,1.59,69
ID-008800,PILoTSw@yahoo.com,1.94,70
ID-026122,dKoMFdl@126.com,1.76,80
ID-013654,Yvymjxr@sina.com,1.61,47
ID-002120,thUEqCo@126.com,1.8,99
ID-028595,nLPqAtk@hotmail.com,1.77,59
ID-028914,beVFpOF@126.com,1.51,46
ID-014904,RmjjrNO@qq.com,1.92,100
ID-026820,uiJGqhk@hotmail.com,1.51,56
ID-000591,tDpgjRx@gmail.com,1.65,52
ID-007782,rYCvagR@yahoo.com,1.57,78
ID-013332,YYGIlog@outlook.com,1.82,88
ID-022365,aKEACaA@sina.com,1.93,74
ID-025038,gnNdQWy@126.com,1.93,63
ID-026883,vXnGmoO@hotmail.com,1.66,50
ID-005835,fhjMAZD@sina.com,1.67,59
ID-002555,MEzRVxT@126.com,1.53,54
ID-011359,yLRLRwf@sina.com,1.68,51
ID-010728,IhkqycY@qq.com,1.54,78
ID-021925,xoNzvWe@hotmail.com,1.67,62
ID-003705,DqHAkEv@outlook.com,1.58,96
ID-028336,SkSdZhB@126.com,1.9,49
ID-027112,NpMuEnq@hotmail.com,1.5,83
ID-011698,apujMAw@hotmail.com,1.76,76
ID-015552,bLUQCOv@qq.com,1.56,51
ID-013022,vKexArb@outlook.com,1.64,72
ID-017185,utVlKii@outlook.com,1.93,76
ID-010553,ZQpTQaY@sina.com,1.5,74
ID-004544,nhkWYNr@sina.com,1.7,92
ID-011201,VBAefSL@gmail.com,1.5,78
ID-012882,vqmgmYQ@126.com,1.82,98
ID-016661,ZtYaLMA@126.com,1.78,101
ID-007409,rXFCyEV@qq.com,1.52,46
ID-009617,PxtLtka@hotmail.com,1.58,74
ID-028693,avUCmnY@hotmail.com,1.61,61
ID-025904,MikjGoF@sina.com,1.88,64
ID-016362,BpzQGDl@hotmail.com,1.92,78
ID-014810,VaURnWn@gmail.com,1.75,100
ID-013252,Vnosrkk@qq.com,1.91,49
ID-002198,IaKmdoa@163.com,1.86,77
ID-028588,gKTDbND@yahoo.com,1.74,55
ID-024738,QvmmwWy@outlook.com,1.7,69
ID-024033,sUUGuSD@sina.com,1.62,90
ID-012653,ehQcJFu@qq.com,1.84,64
ID-010635,XhkBgtV@sina.com,1.92,49
ID-004172,pcMZiez@outlook.com,1.51,69
ID-000274,TJDDTHQ@outlook.com,1.82,54
ID-006309,qTUABXy@sina.com,1.56,88
ID-016418,zRoEKln@sina.com,1.61,50
ID-010531,EGwJLdr@qq.com,1.59,59
ID-001762,aKEPAMw@126.com,1.66,100
ID-016238,FByFGaK@hotmail.com,1.82,52
ID-016909,IHnBGyU@hotmail.com,1.81,75
ID-025894,ikhcgEN@hotmail.com,1.68,96
ID-013044,dJvLnwD@sina.com,1.61,62
ID-005925,BjcTPMT@sina.com,1.8,63
ID-012016,dNQslvW@sina.com,1.93,66
ID-013546,njwABWu@hotmail.com,1.77,69
ID-010707,PgviRAF@outlook.com,1.62,48
ID-001298,iBxIXNm@yahoo.com,1.67,80
ID-000984,uEvgaTI@qq.com,1.6,57
ID-015334,exmRRkh@126.com,1.79,78
ID-012744,BRLoGBB@hotmail.com,1.57,76
ID-015582,rzzzPcL@hotmail.com,1.88,55
ID-014639,mqijOzW@gmail.com,1.8,66
ID-017455,bXdZBfq@outlook.com,1.56,49
ID-003439,klkZFro@hotmail.com,1.67,64
ID-011466,vexdhjJ@qq.com,1.76,79
ID-013508,MmEqkGm@163.com,1.87,77
ID-016462,uhrMbIg@outlook.com,1.82,55
ID-001065,HexkDCS@outlook.com,1.89,95
ID-003129,SmzwkvJ@yahoo.com,1.81,74
ID-019521,GIWTDYM@outlook.com,1.84,83
ID-009636,odxilgg@yahoo.com,1.89,74
ID-012604,JKQYQnB@126.com,1.69,50
ID-021297,UUEGsXU@yahoo.com,1.76,58
ID-029143,oDExPyW@outlook.com,1.93,51
ID-002082,NLRMuyv@163.com,1.78,85
ID-015499,bZkcQwQ@gmail.com,1.85,91
ID-026552,KPNMuNK@gmail.com,1.91,84
ID-006743,zDHjnGw@sina.com,1.62,69
ID-000614,UkjcRYy@hotmail.com,1.87,61
ID-008300,UJnxMAc@sina.com,1.52,100
ID-011454,OOhWfeP@hotmail.com,1.6,61
ID-027597,BpxWRvp@gmail.com,1.56,87
ID-027465,XdbBMie@qq.com,1.8,73
ID-009971,ynxbEFk@yahoo.com,1.63,101
ID-014637,OeLTwyk@qq.com,1.82,56
ID-006827,qNKMGtv@hotmail.com,1.8,78
ID-004702,pkOPJuM@126.com,1.54,102
ID-017043,hapjRiM@sina.com,1.53,52
ID-016849,OvLZOaK@126.com,1.77,53
ID-003296,epkXrVd@126.com,1.54,66
ID-006147,xsDBfnJ@sina.com,1.63,60
ID-004621,bdWwXZj@163.com,1.55,62
ID-001255,JXWdjeq@163.com,1.94,86
ID-004984,TdPhkgK@163.com,1.88,80
ID-010872,aMknNIe@163.com,1.86,48
ID-024475,jzGSySh@hotmail.com,1.58,72
ID-000481,pyBxJbA@sina.com,1.68,92
ID-022841,xxloPTn@sina.com,1.87,51
ID-007182,ljqbKmZ@hotmail.com,1.57,58
ID-012021,UkvPAHn@qq.com,1.52,79
ID-024590,pOpsmbO@sina.com,1.79,77
ID-001056,QghMWzt@qq.com,1.68,88
ID-017070,ffATNVt@hotmail.com,1.91,88
ID-003165,bsYlxfO@gmail.com,1.9,85
ID-009704,ChWvHJp@126.com,1.85,52
ID-026194,rVKKbyf@126.com,1.57,87
ID-008416,WOAvfZC@163.com,1.77,102
ID-016643,MwIooJZ@yahoo.com,1.76,48
ID-010885,jjNALXw@outlook.com,1.66,99
ID-009714,WlKfwiu@qq.com,1.71,57
ID-008865,vEtplll@outlook.com,1.65,81
ID-016095,EuIhVLF@gmail.com,1.77,86
ID-015162,qAUUJjR@sina.com,1.87,83
ID-007008,rVNUeDH@outlook.com,1.83,88
ID-023216,KEvzuJV@hotmail.com,1.65,100
ID-008194,lBAGSym@126.com,1.58,46
ID-003935,UdxIZIf@qq.com,1.78,100
ID-010780,GKpUECj@163.com,1.64,59
ID-005624,jaOhAFu@sina.com,1.57,70
ID-029379,kBdxcQf@yahoo.com,1.8,92
ID-009590,aZOShRm@qq.com,1.77,88
ID-017417,kyfDMUy@hotmail.com,1.56,75
ID-008073,aUbMNFx@hotmail.com,1.52,52
ID-013810,KYSlOoV@gmail.com,1.72,82
ID-008370,wZfzZsS@163.com,1.64,55
ID-004056,rygtWap@163.com,1.74,77
ID-013375,sFfVjEw@gmail.com,1.86,67
ID-028394,slfEjzG@qq.com,1.66,88
ID-006470,RfZwnbu@163.com,1.7,56
ID-029690,auejHKo@hotmail.com,1.53,97
ID-024879,abOtuSw@163.com,1.64,95
ID-022894,aSvXhdB@126.com,1.58,81
ID-022595,OWeTyxa@gmail.com,1.94,62
ID-022512,XdIuWRK@gmail.com,1.84,99
ID-011506,nwkBHhs@hotmail.com,1.62,94
ID-025492,lKTLHVR@163.com,1.67,65
ID-000339,lLKFEYp@outlook.com,1.9,56
ID-012759,UhZUcGV@hotmail.com,1.83,47
ID-019874,jGNFGwC@hotmail.com,1.65,62
ID-016460,QOaShpR@163.com,1.78,102
ID-002568,DRhCQWF@163.com,1.64,63
ID-025308,NmDMFeV@163.com,1.91,57
ID-017963,eHoXtVZ@126.com,1.68,93
ID-025185,AkZHlWC@126.com,1.78,62
ID-011295,YhMvFmh@163.com,1.5,70
ID-028163,lksSJWo@hotmail.com,1.93,87
ID-001968,ETfovnj@qq.com,1.51,101
ID-021107,mmOQfVS@sina.com,1.78,61
ID-010944,MrrRWNf@sina.com,1.81,75
ID-010796,KKDLiFu@163.com,1.64,70
ID-008495,dnPvIUt@yahoo.com,1.71,66
ID-001249,YILWEZA@163.com,1.75,80
ID-003467,mNJKzyx@qq.com,1.82,84
ID-005822,BLPWrCR@yahoo.com,1.92,48
ID-013005,GbyMlVQ@qq.com,1.76,64
ID-025996,DkzaLky@sina.com,1.84,103
ID-006107,WAuRRNH@126.com,1.89,88
ID-023150,FUYrQho@hotmail.com,1.87,47
ID-016327,QuwYHTQ@yahoo.com,1.81,75
ID-021445,WHOGBEP@outlook.com,1.84,56
ID-018002,dyfRYtT@hotmail.com,1.89,59
