ID,电话,婚姻,学历
ID-024503,18954073434,已婚,大专
ID-018607,15831196492,未婚,本科
ID-013208,18575059830,已婚,大专
ID-026767,18859495060,已婚,大专
ID-029832,15026902183,已婚,高中
ID-029511,15180790675,未婚,大专
ID-000516,15391041583,未婚,初中
ID-004345,15155428732,已婚,初中
ID-004193,15083830019,未婚,高中
ID-016937,13910641889,已婚,初中
ID-022648,15384110712,未婚,本科
ID-011838,15087583565,未婚,初中
ID-028067,13920571434,未婚,研究生
ID-000318,18820037856,已婚,初中
ID-005508,15334748726,已婚,高中
ID-027509,15341561393,已婚,本科
ID-021126,18822990829,已婚,大专
ID-018575,15388790407,未婚,大专
ID-018148,13930159243,未婚,高中
ID-023796,15003292116,未婚,初中
ID-007865,13955703811,已婚,初中
ID-002323,13658642022,未婚,大专
ID-011178,18572228395,未婚,大专
ID-002718,15886553092,已婚,本科
ID-026297,13644102257,已婚,研究生
ID-020811,15093477434,已婚,高中
ID-016916,15361399556,未婚,本科
ID-027430,15377519490,已婚,大专
ID-024023,18977945160,未婚,本科
ID-017749,18941496304,未婚,研究生
ID-029239,13952893112,已婚,初中
ID-006000,13601153352,已婚,本科
ID-018044,18578469561,已婚,本科
ID-021858,15806031820,已婚,高中
ID-005882,15355439693,已婚,研究生
ID-001066,15357109226,已婚,本科
ID-018583,18533224834,已婚,初中
ID-003103,18932416240,未婚,研究生
ID-016882,13613235394,已婚,大专
ID-010123,15800710044,未婚,大专
ID-022329,15149107497,未婚,大专
ID-015627,15092263836,未婚,高中
ID-007712,15160136006,已婚,大专
ID-026792,18844993910,已婚,本科
ID-019368,15099564408,已婚,高中
ID-016014,15315343110,未婚,高中
ID-018391,15339097189,未婚,研究生
ID-025689,15066186628,未婚,研究生
ID-019306,18947895363,未婚,大专
ID-021317,15880842396,未婚,高中
ID-027158,18830075599,已婚,研究生
ID-027428,15310641558,未婚,研究生
ID-015356,15885300961,未婚,大专
ID-028450,18820589717,已婚,大专
ID-006566,18584987963,未婚,大专
ID-021033,18881301110,已婚,本科
ID-020378,18583160507,未婚,大专
ID-024587,13612448705,已婚,高中
ID-029052,15186408319,未婚,初中
ID-012155,15867869614,已婚,大专
ID-014937,13654695660,未婚,高中
ID-003469,15167317833,未婚,高中
ID-012242,15168448980,未婚,高中
ID-015970,15103375099,已婚,大专
ID-007311,18833547708,已婚,大专
ID-021050,15188560116,未婚,本科
ID-022815,15325126749,已婚,高中
ID-004870,18855385738,未婚,初中
ID-018300,13991518871,未婚,高中
ID-028876,15358302529,未婚,研究生
ID-010369,15345888772,已婚,大专
ID-001242,18950270210,已婚,大专
ID-019633,18947662229,未婚,研究生
ID-021901,15020424402,未婚,高中
ID-013298,15895121736,已婚,初中
ID-023711,15364398656,未婚,大专
ID-009455,18884136878,已婚,本科
ID-014638,15838385569,未婚,本科
ID-011437,15166110377,已婚,本科
ID-021138,15058555378,已婚,初中
ID-013650,18527771950,已婚,本科
ID-013957,15024209999,未婚,初中
ID-012756,18876747771,已婚,大专
ID-001204,18946435503,已婚,研究生
ID-007756,18833576246,已婚,高中
ID-021720,18516418295,已婚,初中
ID-006180,15011612551,未婚,本科
ID-003137,15179565660,未婚,高中
ID-022034,18967694805,未婚,高中
ID-011586,15046348395,未婚,本科
ID-004379,18987835415,未婚,初中
ID-010632,13938972068,已婚,本科
ID-008837,18564061662,已婚,研究生
ID-029101,13615702016,已婚,研究生
ID-019764,15381517400,已婚,研究生
ID-006325,18838456224,已婚,本科
ID-003997,15882198066,已婚,初中
ID-014459,18914750046,未婚,大专
ID-000007,15360818963,已婚,大专
ID-019005,13682397634,已婚,研究生
ID-008274,15314675732,未婚,初中
ID-008469,15301299667,未婚,大专
ID-028589,15093838964,已婚,初中
ID-019461,15399634019,已婚,初中
ID-026649,13670201344,未婚,研究生
ID-012118,13611162579,未婚,本科
ID-012776,15127582863,已婚,初中
ID-000840,15326128471,已婚,本科
ID-012185,15891147782,未婚,研究生
ID-011179,13643159608,未婚,初中
ID-013255,18515342937,已婚,高中
ID-022920,15893950364,已婚,高中
ID-020421,13971887422,已婚,本科
ID-008839,18980335909,已婚,大专
ID-028789,15167092032,未婚,本科
ID-016503,18936630520,已婚,本科
ID-012212,18854264662,未婚,大专
ID-002984,15086691197,未婚,高中
ID-015017,18892023059,未婚,大专
ID-002164,15808685604,已婚,大专
ID-008572,15148406304,已婚,研究生
ID-018406,18965156647,未婚,初中
ID-007636,15846056750,未婚,研究生
ID-005583,15816814871,已婚,大专
ID-025918,13988712059,未婚,大专
ID-006649,13910005848,未婚,初中
ID-017509,18880433780,已婚,大专
ID-010196,18572362614,未婚,本科
ID-010542,15177232959,已婚,研究生
ID-005077,15089270873,已婚,初中
ID-015839,13645367108,未婚,高中
ID-023922,15840841950,已婚,研究生
ID-023937,18862929707,未婚,本科
ID-012060,15826701804,已婚,大专
ID-020100,13954979334,未婚,高中
ID-029226,15146408612,未婚,大专
ID-009016,13977023629,未婚,初中
ID-002211,13680114742,未婚,高中
ID-022699,13653042015,未婚,研究生
ID-004809,15842977005,已婚,本科
ID-027126,15131608240,未婚,大专
ID-018807,13601720757,已婚,本科
ID-010714,15152717379,已婚,本科
ID-027541,15843087940,已婚,初中
ID-025810,15336331187,已婚,大专
ID-001254,15877226904,已婚,初中
ID-002547,13957973813,未婚,本科
ID-000141,15085919909,未婚,初中
ID-004141,15847992403,已婚,本科
ID-007668,15045276079,未婚,研究生
ID-028550,18853498936,未婚,初中
ID-001471,18818649114,已婚,初中
ID-029566,13616473260,已婚,本科
ID-003980,15369357047,未婚,研究生
ID-017116,13959980215,已婚,研究生
ID-004944,15860459274,已婚,本科
ID-003841,18997884322,未婚,高中
ID-008624,18878819679,已婚,初中
ID-022000,15057456014,已婚,研究生
ID-028636,15015864667,已婚,本科
ID-028828,18591795313,未婚,本科
ID-003269,15100599182,已婚,高中
ID-013186,13633480367,未婚,高中
ID-011769,18821707695,已婚,研究生
ID-027385,18936196418,已婚,研究生
ID-001501,18929022562,未婚,大专
ID-009248,18903804029,未婚,研究生
ID-017669,13920511227,未婚,初中
ID-003835,13670551565,未婚,初中
ID-015514,15102181644,已婚,本科
ID-011350,13986173311,未婚,研究生
ID-028353,15045857033,未婚,本科
ID-012925,15822337508,未婚,大专
ID-021328,15821270827,已婚,高中
ID-000782,15386752668,未婚,大专
ID-020809,13680797016,已婚,研究生
ID-004343,18934130732,已婚,研究生
ID-022304,18960164585,已婚,研究生
ID-020752,18554968675,未婚,大专
ID-014654,13932008331,未婚,高中
ID-028304,18959848394,已婚,本科
ID-006555,13990790527,已婚,本科
ID-023382,18898139139,未婚,本科
ID-016702,13996743631,已婚,初中
ID-006916,15028441781,已婚,高中
ID-000289,18927057664,未婚,研究生
ID-026440,18995829696,已婚,初中
ID-027868,13937414863,未婚,研究生
ID-027229,15877392401,未婚,初中
ID-008907,15029135148,未婚,初中
ID-023411,15882264769,未婚,大专
ID-001065,18817991596,已婚,高中
ID-007942,18574493320,已婚,研究生
ID-006397,18827102494,已婚,初中
ID-007152,18992338423,已婚,本科
ID-013340,15800722810,已婚,本科
ID-010889,13945227917,未婚,本科
ID-011534,18827907132,未婚,大专
ID-015624,15855777180,已婚,本科
ID-025808,15306025466,未婚,高中
ID-005791,13699134179,已婚,初中
ID-005685,15195003156,已婚,高中
ID-005228,13616551808,已婚,大专
ID-006250,18890167053,已婚,初中
ID-001647,15868386654,未婚,高中
ID-021897,13684914064,已婚,大专
ID-022692,15164887427,未婚,大专
ID-021836,15829588735,已婚,大专
ID-012616,15045225034,已婚,大专
ID-020810,15834861446,已婚,高中
ID-008027,15188554502,未婚,高中
ID-013120,15000760508,未婚,高中
ID-018140,15071682934,未婚,初中
ID-007273,15345781503,未婚,大专
ID-004928,15383192428,未婚,高中
ID-021319,13611919695,已婚,本科
ID-026910,18808361176,已婚,研究生
ID-004344,18551154656,未婚,本科
ID-028422,15352283205,未婚,高中
ID-018584,18884845095,未婚,初中
ID-026119,13916416320,未婚,本科
ID-010793,18990483105,未婚,高中
ID-021521,15866953009,已婚,高中
ID-023309,15072492877,未婚,高中
ID-009576,13678877202,未婚,研究生
ID-010532,18888707630,未婚,高中
ID-019269,13947030040,未婚,本科
ID-014768,13928035504,已婚,本科
ID-027664,18521060896,已婚,本科
ID-006436,15084801551,已婚,本科
ID-020140,15804258723,未婚,本科
ID-001596,18859919716,已婚,大专
ID-008330,13688973077,已婚,研究生
ID-001384,15852124666,已婚,高中
ID-004202,15042410502,已婚,研究生
ID-029446,15050555140,已婚,初中
ID-001283,13977950093,未婚,大专
ID-014292,18817389537,未婚,研究生
ID-026715,13980155074,已婚,高中
ID-011861,13924557589,已婚,研究生
ID-015482,15805745888,已婚,初中
ID-023552,15042386457,未婚,本科
ID-029624,13975984165,未婚,研究生
ID-023983,18904752971,已婚,本科
ID-001427,18960745916,已婚,高中
ID-028451,18913395257,未婚,初中
ID-012460,13612846029,未婚,大专
ID-026611,15031661928,未婚,初中
ID-029738,15163808273,已婚,高中
ID-028490,18521258891,未婚,初中
ID-012129,15346949969,未婚,研究生
ID-021880,15010835549,已婚,初中
ID-026332,13610793257,未婚,初中
ID-003237,15020352798,未婚,本科
ID-026797,15172703828,未婚,本科
ID-017664,13917052920,已婚,初中
ID-002465,15022643925,未婚,大专
ID-028031,18517343438,已婚,本科
ID-025707,18523170449,已婚,研究生
ID-022153,13600012908,已婚,本科
ID-017524,13907480894,已婚,研究生
ID-016960,15061724961,已婚,大专
ID-007524,15148603313,未婚,本科
ID-006810,15380701979,已婚,大专
ID-027440,15173908407,已婚,研究生
ID-000460,18947578031,已婚,初中
ID-004448,13655698052,已婚,本科
ID-011513,15199486849,未婚,高中
ID-000532,15883375376,已婚,高中
ID-003003,18804242131,已婚,高中
ID-023099,13949332208,未婚,本科
ID-024282,18598251240,未婚,初中
ID-025471,13927884791,已婚,高中
ID-018216,15019895558,未婚,大专
ID-005692,15399455574,未婚,研究生
ID-024210,18988901225,已婚,本科
ID-025525,15193189100,未婚,研究生
ID-015377,18529430426,已婚,初中
ID-005364,18941312487,未婚,本科
ID-006222,18841916195,已婚,大专
ID-023705,18862725811,已婚,本科
ID-009293,15032230186,已婚,高中
ID-009861,13915687348,未婚,本科
ID-012674,15356177042,未婚,大专
ID-013621,15092517764,未婚,大专
ID-018634,15353444378,已婚,初中
ID-005946,13613100252,已婚,大专
ID-025920,18546167759,未婚,研究生
ID-015765,13698530834,已婚,本科
ID-005817,18590809757,已婚,研究生
ID-005746,13984730284,未婚,高中
ID-017234,13961355247,已婚,初中
ID-023415,18595580443,未婚,本科
ID-027920,13665491749,未婚,高中
ID-012537,18579351194,未婚,本科
ID-019298,15314766761,已婚,高中
ID-011943,13608777643,未婚,大专
ID-001540,18841098934,未婚,高中
ID-009900,15189323649,未婚,大专
ID-025351,18818824004,未婚,本科
ID-004796,15368039752,已婚,大专
ID-004410,13900543591,已婚,初中
ID-023554,13920895184,已婚,本科
ID-021538,13932804408,已婚,研究生
ID-026742,18520930982,已婚,研究生
ID-014900,13978733879,未婚,本科
ID-006047,18505756419,已婚,高中
ID-028956,15813295607,已婚,初中
ID-025238,15892180323,已婚,研究生
ID-005852,13963351071,未婚,初中
ID-017804,18548786158,未婚,本科
ID-014811,18815111593,已婚,大专
ID-001294,18858891062,未婚,本科
ID-008452,15181149038,已婚,大专
ID-010560,15864462128,未婚,本科
ID-012468,13673745789,未婚,大专
ID-019188,15347009523,未婚,本科
ID-016544,15392875063,已婚,高中
ID-004599,18997987286,已婚,初中
ID-029346,13912572296,未婚,大专
ID-003307,18892530091,已婚,初中
ID-007046,18540775864,未婚,大专
ID-019586,15065700859,已婚,高中
ID-011361,13977988352,未婚,研究生
ID-019194,18583167321,未婚,研究生
ID-027962,15324840532,已婚,研究生
ID-000222,18872757603,未婚,本科
ID-005420,13928686178,未婚,大专
ID-009995,18994135887,未婚,大专
ID-021667,18562747804,已婚,大专
ID-024777,13667068699,已婚,研究生
ID-025234,15800043928,未婚,高中
ID-023932,18992136563,未婚,本科
ID-014318,18800127103,已婚,高中
ID-024274,15867933313,已婚,大专
ID-021815,15022896186,未婚,研究生
ID-002052,15889216717,未婚,高中
ID-001666,13923534511,已婚,本科
ID-025989,18815237779,未婚,研究生
ID-011092,18886528728,已婚,研究生
ID-007692,18968888553,已婚,本科
ID-025756,15334089780,未婚,初中
ID-015948,15017682729,已婚,高中
ID-013326,15828502550,已婚,高中
ID-005284,15355934551,已婚,高中
ID-004778,15186235032,未婚,初中
ID-019712,15098035431,已婚,高中
ID-025382,18854428494,未婚,大专
ID-004369,13933647597,已婚,研究生
ID-024006,18923773850,未婚,初中
ID-025637,15144690811,已婚,大专
ID-004970,18999530536,已婚,高中
ID-024955,18959190847,已婚,研究生
ID-029161,18520910900,已婚,研究生
ID-008636,13916808685,未婚,初中
ID-017496,18932352563,未婚,本科
ID-026327,18506646595,已婚,本科
ID-025652,18866673734,未婚,本科
ID-018794,15803640885,已婚,本科
ID-002460,15046098162,已婚,高中
ID-002336,18940954175,未婚,初中
ID-022486,13659224883,未婚,研究生
ID-014532,15035970687,未婚,研究生
ID-011985,13622533767,未婚,本科
ID-005056,18859343680,已婚,大专
ID-005262,13925333303,未婚,初中
ID-010250,13955277179,已婚,初中
ID-018503,15844687566,未婚,初中
ID-014184,15060640383,未婚,研究生
ID-009651,15301902422,未婚,初中
ID-007058,15006614856,已婚,高中
ID-009769,18961838587,已婚,高中
ID-014293,15006032726,未婚,高中
ID-001797,15393061193,未婚,初中
ID-005641,15819298053,已婚,本科
ID-017060,13614991781,未婚,研究生
ID-015398,18834246394,未婚,本科
ID-000203,15154717390,已婚,研究生
ID-003436,15113068370,未婚,研究生
ID-028083,15017078375,未婚,高中
ID-023727,18981138625,未婚,本科
ID-004647,13646598568,已婚,本科
ID-004693,18901732957,未婚,本科
ID-013822,15865122503,已婚,大专
ID-005281,15386087266,未婚,大专
ID-024761,18501290514,未婚,高中
ID-028904,13985904271,已婚,初中
ID-019914,18820279638,已婚,研究生
ID-029687,15096424662,已婚,大专
ID-009880,15306930761,未婚,初中
ID-028348,18833309915,已婚,初中
ID-028762,15180010530,未婚,初中
ID-023260,13630349475,已婚,高中
ID-025419,18563452696,已婚,初中
ID-010218,13685699328,未婚,研究生
ID-008851,15388888057,未婚,高中
ID-013780,13985663275,已婚,本科
ID-017699,15886381541,已婚,高中
ID-006621,13980466942,未婚,本科
ID-027968,15061784139,未婚,本科
ID-020316,13964572258,未婚,高中
ID-004365,15374807413,已婚,本科
ID-001995,13659730904,已婚,初中
ID-003618,13628341477,未婚,研究生
ID-005965,13643480237,未婚,本科
ID-018608,15199528164,已婚,研究生
ID-016636,18529105573,已婚,高中
ID-009958,18520554979,未婚,本科
ID-026812,15129264528,未婚,大专
ID-008794,15171080640,未婚,初中
ID-017769,15063465726,已婚,本科
ID-012905,15810148415,已婚,高中
ID-000874,18965084304,未婚,本科
ID-018840,18936056533,已婚,初中
ID-028727,13691795517,未婚,初中
ID-015177,18537480758,未婚,研究生
ID-005412,13683942751,已婚,本科
ID-007014,15100109633,已婚,研究生
ID-006017,13650368879,未婚,大专
ID-017225,18974631638,未婚,本科
ID-027741,18574479071,已婚,本科
ID-004110,15015261336,未婚,研究生
ID-001473,15369765302,未婚,研究生
ID-017937,13602192856,已婚,初中
ID-020606,18821389727,未婚,大专
ID-006289,15187281212,已婚,大专
ID-020969,15385248153,未婚,高中
ID-027671,15193250701,未婚,大专
ID-020716,15125845013,未婚,研究生
ID-019807,15042543810,已婚,高中
ID-013797,15168816573,已婚,本科
ID-021871,15102224775,未婚,研究生
ID-003238,13972159909,已婚,研究生
ID-004029,13900590936,已婚,本科
ID-011009,15878896001,已婚,研究生
ID-014072,15189024615,已婚,大专
ID-013721,18977201392,未婚,本科
ID-013175,18524628080,已婚,初中
ID-019970,15354089085,未婚,研究生
ID-003910,18598113428,已婚,高中
ID-028797,15068722856,已婚,本科
ID-028810,15829942741,未婚,大专
ID-001788,15010949715,未婚,初中
ID-014051,13917522469,未婚,高中
ID-002856,13916177452,已婚,初中
ID-012684,15157914193,已婚,高中
ID-021668,18514573323,已婚,初中
ID-023289,15386975990,已婚,研究生
ID-015137,15039187985,已婚,本科
ID-015236,15048171070,已婚,初中
ID-025545,18542471305,已婚,本科
ID-000649,15385373440,未婚,大专
ID-009001,15300080519,未婚,本科
ID-000462,15121140382,未婚,大专
ID-017347,15802161210,未婚,研究生
ID-021125,15013834039,已婚,本科
ID-017871,18912816398,已婚,本科
ID-024308,18816320422,已婚,大专
ID-017132,15183514255,未婚,高中
ID-021493,13906380047,未婚,大专
ID-018772,15121139378,已婚,高中
ID-008131,13647348565,未婚,大专
ID-000349,13640774443,未婚,初中
ID-022762,18852714064,未婚,高中
ID-028812,18531720055,已婚,研究生
ID-006088,15137246254,未婚,本科
ID-019765,13685862132,未婚,大专
ID-027934,15821389074,已婚,研究生
ID-006656,15387217660,已婚,大专
ID-013198,13910176360,未婚,大专
ID-011129,15346439817,未婚,高中
ID-025129,18592209091,已婚,高中
ID-007348,18889338886,已婚,高中
ID-008883,18804073173,未婚,大专
ID-022551,18922696718,已婚,大专
ID-010192,18957505660,未婚,本科
ID-015211,18888901047,未婚,大专
ID-024054,18573180267,已婚,研究生
ID-002208,18937233969,已婚,大专
ID-017954,15867592558,未婚,大专
ID-022149,15010889113,已婚,高中
ID-015679,18846203575,未婚,高中
ID-027006,13926588008,已婚,研究生
ID-019594,15134384069,已婚,初中
ID-002649,18960675316,已婚,研究生
ID-012059,18577783668,未婚,高中
ID-025965,13942907622,已婚,大专
ID-001541,18882026977,已婚,研究生
ID-017622,18904336319,未婚,研究生
ID-009842,15841992988,已婚,高中
ID-008223,13696278104,已婚,大专
ID-014150,18943412124,已婚,大专
ID-027038,18817484734,未婚,大专
ID-001515,13616427691,已婚,初中
ID-022500,15817337516,未婚,本科
ID-029170,13660184856,已婚,本科
ID-000377,15099689028,已婚,初中
ID-022443,13977619322,已婚,高中
ID-019476,15137479422,已婚,本科
ID-002239,15001264202,未婚,研究生
ID-002044,15055018055,已婚,本科
ID-013500,15115106590,未婚,本科
ID-020263,18576348370,已婚,研究生
ID-015633,15319609361,已婚,研究生
ID-009006,15075868074,未婚,高中
ID-004598,13916683375,已婚,本科
ID-005781,18894351051,已婚,高中
ID-001488,15055769230,已婚,初中
ID-005710,13948983557,已婚,高中
ID-013777,15327133768,未婚,大专
ID-013695,18561239811,已婚,初中
ID-023077,18527882286,已婚,初中
ID-028756,15010926365,未婚,研究生
ID-008281,13960135924,未婚,研究生
ID-023025,13642094861,未婚,高中
ID-015691,15360918796,已婚,本科
ID-018647,18932286432,未婚,初中
ID-000523,15363333507,未婚,大专
ID-028272,18836977454,未婚,大专
ID-008383,13636457569,已婚,高中
ID-021834,18576504820,未婚,初中
ID-019287,15873584587,已婚,初中
ID-018709,15858528495,未婚,大专
ID-023159,18512104167,已婚,本科
ID-017305,15056119665,未婚,初中
ID-018257,13905386016,未婚,高中
ID-014713,13945444106,已婚,高中
ID-024608,18889280481,已婚,研究生
ID-014673,18857050244,未婚,初中
ID-015623,13911461932,已婚,高中
ID-022942,15301122201,未婚,大专
ID-022223,13974461588,未婚,大专
ID-017796,18898867499,未婚,大专
ID-027315,18827215826,已婚,研究生
ID-022864,15061259565,未婚,研究生
ID-019279,18977621295,已婚,研究生
ID-006477,15355766838,已婚,本科
ID-015822,18808061568,未婚,初中
ID-001931,18553454248,未婚,研究生
ID-013638,15859095614,未婚,研究生
ID-019976,18858819222,未婚,初中
ID-011257,18564210000,未婚,大专
ID-009777,15876669706,未婚,本科
ID-004102,18820220494,已婚,本科
ID-007613,13604516806,未婚,研究生
ID-000692,13676924058,未婚,研究生
ID-028445,18896934754,未婚,研究生
ID-001586,15344188741,已婚,研究生
ID-002781,15073716665,未婚,大专
ID-002275,18826905803,未婚,初中
ID-026360,15128904224,已婚,本科
ID-005672,18524004520,已婚,初中
ID-027783,15018587022,已婚,本科
ID-000099,15348167027,已婚,本科
ID-018200,13989207680,未婚,大专
ID-008522,18845877045,未婚,高中
ID-021331,13634954787,未婚,高中
ID-022685,18933138758,未婚,初中
ID-024391,15896247704,未婚,大专
ID-027650,13601896775,已婚,本科
ID-019494,18500642404,未婚,本科
ID-022515,15895335391,未婚,本科
ID-019993,13620271325,已婚,高中
ID-024667,15804313012,已婚,研究生
ID-009607,18945500004,未婚,高中
ID-021819,13912102800,未婚,高中
ID-011022,15144132434,已婚,初中
ID-015590,15165534390,未婚,初中
ID-022299,18560192545,未婚,本科
ID-026450,15042849330,未婚,本科
ID-024819,15352370349,未婚,大专
ID-003468,15059654042,未婚,高中
ID-024953,13927427767,已婚,初中
ID-006200,13667959056,未婚,初中
ID-015107,18864447522,未婚,初中
ID-015068,15841457878,已婚,高中
ID-023901,18916999930,已婚,高中
ID-013958,15304380384,未婚,研究生
ID-002885,15028439361,已婚,本科
ID-020426,13909289774,已婚,研究生
ID-029256,18825949399,已婚,大专
ID-017117,18582391934,已婚,大专
ID-021196,18914447600,未婚,高中
ID-020615,13984362498,已婚,高中
ID-008102,15380367794,已婚,高中
ID-002191,15307304522,未婚,高中
ID-017363,15007718288,未婚,大专
ID-001355,18804423662,未婚,研究生
ID-005017,18557323865,未婚,高中
ID-026453,18970272144,已婚,高中
ID-000567,15337490757,已婚,本科
ID-028972,15813802971,已婚,本科
ID-022449,13944083831,未婚,初中
ID-012681,15374937624,已婚,本科
ID-020566,18901067865,未婚,大专
ID-005472,18550242163,已婚,研究生
ID-018882,15823370207,未婚,初中
ID-005344,15846221193,已婚,研究生
ID-002269,15197272127,已婚,初中
ID-017891,15034580876,未婚,大专
ID-028436,18928686407,已婚,高中
ID-009495,15357170987,已婚,初中
ID-011791,15052810803,未婚,高中
ID-009946,18820705031,已婚,研究生
ID-018210,15138624752,未婚,初中
ID-028674,18886397773,未婚,初中
ID-003993,13933767274,未婚,初中
ID-008785,15077132892,未婚,大专
ID-013848,13940863697,已婚,高中
ID-003459,15823387807,已婚,初中
ID-005416,13970317208,已婚,高中
ID-013522,18593151167,已婚,高中
ID-003400,15029862100,已婚,本科
ID-012559,18967594557,已婚,研究生
ID-014509,18992820976,未婚,初中
ID-007353,15335708810,未婚,研究生
ID-015945,18906927417,已婚,初中
ID-008226,15801737675,未婚,研究生
ID-006240,15000030265,已婚,本科
ID-000762,18900214721,已婚,初中
ID-004198,18533699613,未婚,大专
ID-016443,18846136009,已婚,研究生
ID-029376,18853305605,未婚,本科
ID-017853,18960875774,未婚,大专
ID-005558,15326718994,已婚,高中
ID-003724,18881215112,未婚,初中
ID-003806,15179103116,已婚,本科
ID-029073,15146399909,未婚,研究生
ID-003128,18800909944,已婚,高中
ID-028409,15167332042,未婚,高中
ID-003646,15053294408,未婚,高中
ID-024082,15114030192,未婚,研究生
ID-009496,15354934907,已婚,大专
ID-005540,18591350145,未婚,初中
ID-016095,18826966215,已婚,研究生
ID-005457,18592457030,已婚,初中
ID-023470,13970250035,已婚,本科
ID-013997,18944844619,已婚,本科
ID-002048,15067248100,已婚,大专
ID-010652,18517566149,未婚,高中
ID-015722,13977948329,未婚,研究生
ID-008502,13621053504,未婚,初中
ID-022744,13944507032,已婚,高中
ID-029141,15339184893,已婚,大专
ID-010751,15011990780,已婚,研究生
ID-025212,18508171056,未婚,大专
ID-001352,18962665446,已婚,大专
ID-013218,18987792460,已婚,本科
ID-027247,18570742018,已婚,初中
ID-012830,18962909433,已婚,研究生
ID-022054,13646724258,已婚,初中
ID-022985,18892129078,已婚,研究生
ID-007550,15803176726,未婚,本科
ID-010031,13685247093,未婚,高中
ID-022040,18980688511,未婚,大专
ID-019638,15159731381,未婚,大专
ID-020020,15058268305,已婚,本科
ID-020724,15004485324,未婚,本科
ID-017642,15130235754,未婚,高中
ID-010942,15035640492,未婚,本科
ID-010623,15012329609,已婚,高中
ID-025070,15009862818,已婚,研究生
ID-003247,18877722870,已婚,初中
ID-001331,13942980132,已婚,高中
ID-026180,18872238037,已婚,初中
ID-019782,18827257109,已婚,研究生
ID-026542,15157922405,未婚,大专
ID-006387,18530626989,已婚,大专
ID-012266,18889448443,未婚,初中
ID-018089,18920153685,未婚,研究生
ID-014573,15159210197,已婚,高中
ID-001250,15845812949,已婚,大专
ID-013631,15152261832,已婚,高中
ID-022032,13993315697,已婚,高中
ID-006491,13944499212,未婚,研究生
ID-029428,18562866207,未婚,大专
ID-015944,15124269528,未婚,高中
ID-021566,15000120754,已婚,大专
ID-024702,15164978812,未婚,研究生
ID-013859,18511539139,已婚,大专
ID-008939,18915061693,未婚,大专
ID-018324,18867026581,已婚,大专
ID-017637,18875651085,未婚,高中
ID-015123,18571692264,已婚,高中
ID-002333,13911750890,已婚,高中
ID-010674,18887518947,已婚,初中
ID-003642,18926035155,未婚,高中
ID-016704,15121453300,已婚,研究生
ID-029615,18974772911,未婚,本科
ID-029301,18547676727,未婚,大专
ID-014608,15898073503,未婚,本科
ID-024726,15187515835,已婚,初中
ID-026409,15185276850,未婚,本科
ID-025209,15004770888,未婚,初中
ID-020971,13686764746,已婚,初中
ID-006503,13668453283,已婚,本科
ID-014171,15009444276,未婚,研究生
ID-020544,13983903706,未婚,高中
ID-013744,15319774613,已婚,研究生
ID-006203,15386533075,未婚,初中
ID-027633,18815751046,已婚,初中
ID-026541,18512288371,未婚,本科
ID-019622,13933395687,已婚,大专
ID-006185,18899262908,已婚,大专
ID-008959,13980146126,已婚,研究生
ID-029556,18854540443,已婚,高中
ID-000224,15879785241,已婚,高中
ID-027634,15054750201,已婚,大专
ID-003037,15137707376,已婚,研究生
ID-024183,13655274767,已婚,大专
ID-020732,15197682104,未婚,本科
ID-028077,15356796243,未婚,高中
ID-027095,15898593084,未婚,大专
ID-015853,18874352027,未婚,大专
ID-027137,18506223333,未婚,研究生
ID-011032,13648859310,未婚,研究生
ID-021709,18544983268,已婚,高中
ID-018450,18935653787,已婚,大专
ID-019991,15349174232,已婚,研究生
ID-018953,18923414016,已婚,大专
ID-006232,13905027190,已婚,高中
ID-028708,13638396223,已婚,大专
ID-002355,15153696807,已婚,本科
ID-022842,13698724859,已婚,大专
ID-010232,13689480063,未婚,本科
ID-014191,18526470304,未婚,大专
ID-015594,15812060732,已婚,大专
ID-003568,18920536752,未婚,初中
ID-012301,15184413884,未婚,初中
ID-013554,15339244680,已婚,初中
ID-009101,15045721185,已婚,初中
ID-006882,18924405037,已婚,研究生
ID-027213,15833605728,未婚,初中
ID-014680,18589010194,未婚,高中
ID-007022,18573416085,已婚,大专
ID-014401,13682704521,未婚,初中
ID-009577,15100360486,未婚,初中
ID-013703,15891949999,已婚,本科
ID-019039,13969739254,已婚,高中
ID-013267,18834996733,已婚,大专
ID-024712,15821924956,未婚,本科
ID-004443,13974879652,已婚,初中
ID-009613,13943615606,已婚,研究生
ID-023124,15834716587,未婚,初中
ID-022281,18909757069,未婚,初中
ID-012699,15880583177,已婚,本科
ID-004126,18514221012,未婚,高中
ID-025513,13651425169,已婚,高中
ID-028774,18524887063,未婚,大专
ID-023503,15344824432,未婚,研究生
ID-025440,18573681626,未婚,初中
ID-016646,15817019363,已婚,高中
ID-014963,15158261128,已婚,初中
ID-009570,15884602766,未婚,大专
ID-014593,15839335396,未婚,本科
ID-005647,15339007183,已婚,大专
ID-012151,18515149458,未婚,研究生
ID-010687,15817538818,未婚,高中
ID-006783,13918765456,已婚,高中
ID-013236,15126569881,未婚,本科
ID-023286,15807445572,未婚,研究生
ID-005733,15340631905,未婚,本科
ID-006167,13653635296,未婚,研究生
ID-014571,15160650954,已婚,本科
ID-000991,15141176461,已婚,研究生
ID-004413,18582442118,已婚,本科
ID-006071,18910295165,未婚,高中
ID-020438,13977709584,已婚,高中
